doc_id,summary,search_summary,issue_main,issue_sub,keywords,tone,people,organizations,locations,document_category,policy_status,speech_intent,confidence,date,source_type,source,title,document_type,model,tagged_at
MEETING_00010,本次市政會議表揚114年度廉能楷模與績優研考人員，討論推動臺北地政雲與T-Road系統數位治理，辦理社宅及消防新建工程增編，並因應中東戰事影響調整市政工程。強調跨局處整合、簡政便民與智慧城市治理。,表揚廉能楷模，推動地政雲與T-Road數位治理。,數位治理,"[""廉能"", ""智慧城市"", ""資料整合"", ""數位轉型"", ""社宅"", ""工程進度""]","[""地政雲"", ""T-Road"", ""智慧治理"", ""廉能楷模"", ""數位服務""]",正向,"[""蔣萬安"", ""張溫德"", ""李泰興"", ""林祥清"", ""許博鈞"", ""張副市長"", ""李副市長"", ""林副市長"", ""沈欣曉""]","[""臺北市政府"", ""地政局"", ""建管處"", ""中山地政事務所"", ""資訊局"", ""研考會"", ""消防局"", ""環保局"", ""民政局"", ""衛生局""]","[""臺北市"", ""大安區"", ""市政大樓""]",政策說明,持續辦理,說明,0.95,2026-04-17,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2393次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:44:50
MEETING_00011,臺北市第2392次市政會議聚焦北士科產業發展及數位性別暴力防治，討論AI產業招商、人才培育及智慧交通，強調跨局處合作加速落地推動。,市政會議聚焦北士科產業與數位性別暴力防治議題,產業經濟,"[""北士科"", ""AI"", ""招商"", ""智慧交通"", ""數位性別暴力"", ""人才培育""]","[""北士科"", ""AI產業"", ""數位性別暴力"", ""招商"", ""智慧交通""]",正向,"[""蔣萬安"", ""陳貞卉"", ""李泰興"", ""林奕華"", ""張溫德"", ""李副市長"", ""林副市長"", ""張副市長""]","[""臺北市政府"", ""法務部檢察司"", ""產業局"", ""教育局"", ""勞動局"", ""交通局"", ""資訊局"", ""工務局"", ""環保局"", ""研考會""]","[""臺北市"", ""北士科"", ""臺北市市政大樓""]",政策說明,推動中,說明,0.95,2026-04-10,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2392次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:44:59
MEETING_00012,臺北市政府第2391次市政會議表揚績優公務人員與里長，討論提升特教助理員人力與待遇，通過捷運局公有不動產處分案，並推動無菸城市政策。,市政會議聚焦特教提升與無菸城市推動。,教育,"[""特教助理員"", ""公共安全"", ""交通"", ""無菸城市"", ""住宅"", ""都市發展""]","[""特教助理員"", ""無菸城市"", ""交通政策"", ""捷運土地開發"", ""績優表揚""]",正向,"[""蔣萬安"", ""沈懿婷"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""林士斌"", ""王崇斌"", ""俞振華"", ""陳世浩"", ""謝慧娟"", ""陳建安"", ""劉寶緞"", ""黃世安"", ""李政軒"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""姚淑文"", ""王秋冬"", ""林炎田"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""蘇文樹"", ""張翠娟"", ""吳滄俯"", ""何雅娟"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""鄭智耀"", ""吳沛璇"", ""龎維良"", ""吳宗雄"", ""孔憲娟"", ""林副市長"", ""王副秘書長"", ""林副秘書長""]","[""臺北市政府"", ""公務人員訓練處"", ""交通部觀光署"", ""內政部"", ""觀光傳播局"", ""國防部"", ""兵役局"", ""北水處"", ""消防局"", ""教育局"", ""社會局"", ""衛生局"", ""文化局"", ""捷運局"", ""研考會"", ""交通局"", ""民政局"", ""法務局"", ""臺北市立大學"", ""市政會議""]","[""臺北市"", ""信義區"", ""大安區"", ""南港"", ""市政大樓"", ""心中山"", ""西門町"", ""敦化南北路"", ""信義路""]",政策說明,推動中,說明,0.95,2026-04-02,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2391次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:08
MEETING_00013,臺北市政府第2390次市政會議討論都市更新推動成效與公共安全，加強人力與AI運用提升審議效率，推動無菸城市及綠化美化計畫，並強調各局處積極推動與落實。,討論都市更新、公共安全與無菸城市推動。,都市發展,"[""都市更新"", ""建築安全"", ""公共安全"", ""綠植美化"", ""無菸城市"", ""數位轉型""]","[""都市更新"", ""建築安全"", ""AI技術"", ""無菸城市"", ""綠化美化""]",正向,"[""蔣萬安"", ""郭瓊瑩"", ""李泰興"", ""王玉芬"", ""王崇斌"", ""林士斌"", ""俞振華""]","[""臺北市政府"", ""工務局"", ""水利處"", ""體育局"", ""都發局"", ""都更處"", ""秘書處"", ""主計處"", ""社會局"", ""研考會"", ""新北市政府"", ""環保局"", ""翡管局"", ""地政局"", ""兵役局"", ""智慧城市展""]","[""臺北市"", ""新加坡"", ""紐約"", ""上海"", ""北士科"", ""信義富台"", ""永春富台"", ""南機場"", ""臺北市興隆照顧中心""]",政策說明,推動中,說明,0.95,2026-03-28,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2390次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:15
MEETING_00014,臺北市政府第2389次市政會議表揚首長與機關表現，推動淨零碳排與食安治理，通過多項修正案，並裁示改善自由車賽交通管制。,第2389次市政會議頒獎、食安、淨零及交通管制裁示。,市政管理,"[""政績表揚"", ""減碳"", ""食安"", ""交通管制"", ""政策修正""]","[""政績獎章"", ""淨零生活"", ""食品安全"", ""交通管制"", ""政策修訂""]",正向,"[""蔣萬安"", ""陳永德"", ""黃一平"", ""吳重信"", ""張副市長"", ""姚淑文"", ""鄭局長""]","[""臺北市政府"", ""民政局"", ""工務局"", ""北投區公所"", ""衛生局"", ""財政局"", ""體育局"", ""警察局"", ""交通局"", ""觀傳局"", ""社會局"", ""捷運局"", ""消防局"", ""建管處"", ""結構工程技師公會"", ""研考會"", ""人事處"", ""文化局"", ""教育局""]","[""臺北市"", ""北投區"", ""大安區"", ""萬華區"", ""大同區"", ""仁愛路"", ""羅斯福路"", ""愛國東路"", ""西藏路""]",市政管理,不適用,宣傳,0.95,2026-03-20,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2389次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:24
MEETING_00015,本次會議重點討論臺北市基層棒球運動發展策略及無菸城市推動，強調跨局處協作與提升場地、運動醫療與AI應用，並審議道路救援指引與台北燈節改善。,臺北市棒球發展與無菸城市政策會議紀錄,體育,"[""基層棒球"", ""運動發展"", ""場地改善"", ""運動醫療"", ""AI應用""]","[""棒球發展"", ""無菸城市"", ""道路救援指引"", ""運動醫療"", ""場地整建""]",正向,"[""蔣萬安"", ""林奕華"", ""俞振華"", ""王建民"", ""大谷翔平"", ""陳傑憲"", ""謝慧娟"", ""林副市長"", ""俞副秘書長"", ""謝局長""]","[""臺北市政府"", ""體育局"", ""教育局"", ""衛生局"", ""交通局"", ""法務局"", ""警察局"", ""商業處"", ""公路總局"", ""研考會"", ""觀傳局""]","[""臺北市"", ""新生棒球場"", ""東園國小"", ""大理高中"", ""北市大"", ""長安國中"", ""西門商圈"", ""心中山商圈"", ""信義路"", ""敦化南路""]",政策說明,推動中,說明,0.95,2026-03-13,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2388次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:32
MEETING_00016,臺北市政府第2387次市政會議強調AI智慧城市發展與整合，推動跨局處AI應用合作，提升市政服務效率，並促進國際城市交流及青年職場體驗計畫實施。,臺北市政府推動AI智慧城市與青年職場體驗,數位治理,"[""智慧城市"", ""AI應用"", ""數位轉型"", ""跨局處整合"", ""城市外交"", ""青年參與""]","[""AI"", ""智慧城市"", ""跨局處整合"", ""國際論壇"", ""青年職場體驗""]",正向,"[""蔣萬安"", ""俞振華"", ""張溫德"", ""周羿希"", ""黃循財""]","[""臺北市政府"", ""資訊局"", ""交通局"", ""消防局"", ""教育局"", ""研考會"", ""青年局"", ""社會局"", ""衛生局"", ""捷運公司"", ""警消單位""]","[""臺北市"", ""美國洛杉磯市"", ""德國德勒斯登市"", ""新加坡"", ""貝里斯"", ""市政大樓""]",政策說明,推動中,說明,0.95,2026-03-06,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2387次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:38
MEETING_00017,臺北市政府第2386次市政會議報告多項榮獲工程獎項，討論花季活動、無菸城市政策、育兒減少工時方案及鼠患防治，並裁示推動安全、友善及經濟效益提升措施。,市政會議報告工程獎勵與多項政策推動。,市政管理,"[""公共工程"", ""花季活動"", ""無菸政策"", ""育兒減時"", ""鼠害防治"", ""交通接駁""]","[""公共工程金質獎"", ""花季活動規劃"", ""無菸城市"", ""育兒減少工時"", ""鼠患防治""]",正向,"[""蔣萬安"", ""沈懿婷"", ""李四川"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""俞振華"", ""王誌慶"", ""黃幼中"", ""顏邦峻"", ""宋自強"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""李政軒"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""林炎田"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""王崇斌"", ""吳滄俯"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""俞副秘書長"", ""張副市長"", ""林副市長""]","[""臺北市政府"", ""秘書處"", ""行政院工程會"", ""勞動部職安署"", ""運動部全民署"", ""內政部"", ""公園處"", ""新工處"", ""水利處"", ""衛工處"", ""都發局"", ""公運處"", ""青年局"", ""商業處"", ""環保局"", ""研考會"", ""交通局"", ""警察局"", ""民政局"", ""各區公所"", ""法務局"", ""消保官"", ""主計處"", ""勞動局"", ""產業局"", ""觀傳局""]","[""臺北市"", ""三層崎公園"", ""西門町"", ""陽明山"", ""信義區"", ""臺北車站"", ""公館""]",政策宣布,推動中,宣布,0.95,2026-03-02,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2386次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:45:53
MEETING_00018,市府頒獎表揚政績，討論河川清淤與水岸發展計畫，強化防疫與鼠患管理，並提醒春節期間治安與安全維護。,市政會議討論水岸發展與防疫鼠患管理,市政管理,"[""防災"", ""治安"", ""公共建設"", ""災害應變"", ""跨局處""]","[""河川清淤"", ""鼠患防治"", ""水岸發展"", ""市政會議"", ""安全維護""]",正向,"[""蔣萬安"", ""李四川"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""俞振華"", ""王誌慶"", ""黃幼中"", ""顏邦峻"", ""宋自強"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""李政軒"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""林炎田"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""王崇斌"", ""吳滄俯"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""沈懿婷""]","[""臺北市政府"", ""內政部"", ""工務局"", ""交通局"", ""環保局"", ""警察局"", ""殯葬處"", ""觀傳局"", ""體育局"", ""新工處"", ""水利處"", ""研考會"", ""社會局"", ""教育局"", ""家防中心""]","[""臺北市"", ""淡水河"", ""基隆河"", ""北士科"", ""松山慈祐宮"", ""大稻埕"", ""市政大樓12樓劉銘傳廳""]",市政管理,不適用,說明,0.95,2026-02-13,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2385次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:02
MEETING_00019,會議討論AI產業發展策略及北士科交通規劃，布署春節應變及漢他病毒防治，修訂都市更新及公益檔期規範，並推動2026台北燈節國際形象。,AI產業、北士科交通、春節防疫與清潔週布署,都市發展,"[""北士科"", ""交通安全"", ""AI"", ""都市更新"", ""防疫"", ""活動""]","[""AI產業"", ""北士科"", ""春節措施"", ""漢他病毒"", ""台北燈節""]",正向,"[""呂正華"", ""蔣萬安"", ""林副市長"", ""黃仁勳""]","[""臺北市政府"", ""中華民國全國工業總會"", ""交通局"", ""衛生局"", ""環保局"", ""研考會"", ""觀傳局"", ""都發局""]","[""臺北市"", ""內湖科技園區"", ""北士科"", ""士林區"", ""大安區""]",政策說明,推動中,說明,0.95,2026-02-05,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2384次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:08
MEETING_00020,臺北市第2383次市政會議頒獎表揚永續觀光與公園綠地無障礙，討論2026台北燈節創新規劃及跨局處合作，報告市政預算追加與大學智庫合作。,表揚永續觀光金獎及公園無障礙，燈節雙展區規劃,文化觀光,"[""觀光"", ""節慶"", ""活動"", ""永續"", ""公園"", ""治安""]","[""台北燈節"", ""永續觀光"", ""都市公園"", ""無障礙"", ""跨局處合作""]",正向,"[""蔣萬安"", ""沈欣曉"", ""李四川"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""俞振華"", ""王誌慶"", ""黃幼中"", ""顏邦峻"", ""宋自強"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""李政軒"", ""陳永德"", ""吳坤宏"", ""胡曉嵐"", ""張雅惠"", ""湯志民"", ""陳俊安"", ""吳欣珮"", ""黃一平"", ""張郁慧"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""林炎田"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""劉美秀"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""羅克信"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""李楷元"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""邱美珠"", ""王崇斌"", ""吳滄俯"", ""蔡旻峰"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""李菊妹"", ""吳文德"", ""范煥英"", ""吳能鴻"", ""黃清信"", ""高瑾螢"", ""俞副秘書長""]","[""臺北市政府"", ""秘書處"", ""觀傳局"", ""警察局"", ""交通局"", ""環保局"", ""商業處"", ""民政局"", ""產業局"", ""工務局"", ""衛生局"", ""主計處"", ""研考會"", ""臺北市立大學"", ""美國在台協會AIT""]","[""臺北市"", ""市政大樓"", ""花博"", ""西門町"", ""士林"", ""陽明山"", ""晴光商圈"", ""士林商圈""]",市政管理,不適用,宣傳,0.95,2026-01-30,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2383次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:18
MEETING_00021,會議討論臺北文學館設置、文化小旅行優化、無菸城市推動計畫及市政相關指示事項，強調文化行銷與安全管理。,臺北文化觀光與無菸城市政策討論,文化觀光,"[""文化資產"", ""觀光"", ""市政管理"", ""公共安全"", ""無菸城市"", ""旅遊行銷""]","[""臺北文學館"", ""文化小旅行"", ""無菸城市"", ""寫臺北書獎"", ""城市行銷""]",正向,"[""蔣萬安"", ""林奕華"", ""俞振華"", ""林副市長"", ""俞副秘書長""]","[""臺北市政府"", ""文化局"", ""觀傳局"", ""產業局"", ""法務局"", ""公園處"", ""衛生局"", ""都發局"", ""研考會""]","[""臺北市"", ""市政大樓""]",政策說明,推動中,說明,0.95,2026-01-23,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2382次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:22
MEETING_00022,臺北市政府第2381次市政會議宣布公車駕駛長徵才措施、提升兼任行政教師獎金與頒獎表揚多個機關績效與退休人員。,公車駕駛徵才及兼任行政教師獎金提升政策宣布。,交通,"[""公車"", ""駕駛長"", ""交通安全"", ""智慧交通"", ""教育"", ""教師獎金""]","[""公車駕駛"", ""兼任行政教師"", ""智慧交通"", ""服務獎章"", ""政策宣布""]",正向,"[""蔣萬安"", ""李西河"", ""盧世昌"", ""林秉宗"", ""張溫德"", ""李四川"", ""林奕華"", ""林哲宏"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""李西河"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""王崇斌"", ""高伯陽"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""高瑾螢"", ""何承遠""]","[""臺北市政府"", ""警察局"", ""環保局"", ""內湖區公所"", ""資訊局"", ""北市聯醫"", ""凱達格蘭文化館"", ""原住民族文化發展中心"", ""交通局"", ""公運處"", ""勞動局"", ""教育局"", ""社會局"", ""衛生局"", ""人事處"", ""工務局"", ""研考會"", ""觀傳局"", ""文化局"", ""公管中心""]","[""臺北市"", ""市政大樓"", ""劉銘傳廳"", ""內湖"", ""馬祖北竿"", ""北士科""]",政策宣布,推動中,宣布,0.95,2026-01-16,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2381次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:31
MEETING_00023,市政會議涵蓋公共美學推動、年貨大街規劃優化及吸菸管理改革；宣布營養午餐全面免費並推教育政策減輕教師負擔及敬老卡升級，強調跨局處協作落實。,推動城市美學、年貨大街升級及教育福利政策,市政管理,"[""公共建設"", ""都市更新"", ""吸菸管理"", ""教育政策"", ""敬老福利"", ""行政效率""]","[""公共美學"", ""年貨大街"", ""營養午餐"", ""敬老卡"", ""教師福利""]",正向,"[""蔣萬安"", ""張基義"", ""俞振華"", ""王副秘書長"", ""李壙吉""]","[""臺北市政府"", ""產業局"", ""衛生局"", ""交通局"", ""研考會"", ""臺灣設計研究院""]","[""臺北市"", ""迪化街"", ""大稻埕碼頭"", ""日本東京"", ""日本大阪""]",政策宣布,推動中,宣布,0.95,2026-01-09,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2380次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:37
MEETING_00024,臺北市政府第2379次市政會議討論多項獲獎表揚、急救韌性提升、跨年及大型活動安全應變及推動智慧警安機器人等多面向市政議題。,討論急救提升及跨年大型活動安全應變。,公共安全,"[""消防"", ""公安"", ""災害應變"", ""治安"", ""公共安全""]","[""急救教育"", ""跨年活動"", ""智慧巡邏機器人"", ""安全應變"", ""獎項表揚""]",正向,"[""蔣萬安"", ""李壙吉"", ""夏萬浪"", ""吳承翰"", ""邱正德"", ""何秋農"", ""陳彥穎"", ""李四川"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""俞振華"", ""王誌慶"", ""黃幼中"", ""顏邦峻"", ""宋自強"", ""林哲宏"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""李政軒"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""李西河"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""王崇斌"", ""高伯陽"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""高瑾螢"", ""李局長"", ""張副市長"", ""林副市長"", ""王副秘書長""]","[""臺北市政府"", ""消防局"", ""捷運公司"", ""警察局"", ""衛生局"", ""教育局"", ""兵役局"", ""內政部"", ""經濟部中企署"", ""交通部"", ""行政院"", ""國發會檔管局"", ""教育部"", ""臺北廣播電臺"", ""北水處"", ""信義區公所"", ""市立圖書館"", ""臺北市道安會報緊急醫療救護小組"", ""工務局新工處"", ""後指部"", ""張副市長辦公室"", ""社會局"", ""勞動局"", ""法務局"", ""研考會"", ""觀傳局"", ""北捷遊憩公司"", ""臺灣本土產業鏈"", ""臺北小巨蛋""]","[""臺北市"", ""中正區"", ""臺北市市政大樓"", ""北投區"", ""臺北車站"", ""臺北小巨蛋"", ""北士科"", ""花蓮縣"", ""光復鄉"", ""臺灣""]",政策說明,推動中,說明,0.95,2026-01-02,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2379次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:49
MEETING_00025,臺北市政府針對1219捷運隨機殺人事件進行全面危機回應，強化公共安全措施，提升捷運站安全與應變能力，並表揚健康城市獎及茶農貢獻，推動老人服務中心委託經營。,臺北市針對1219隨機殺人事件危機回應與公共安全強化。,公共安全,"[""公安"", ""治安"", ""災害應變"", ""捷運"", ""防災"", ""維安""]","[""隨機殺人事件"", ""公共安全"", ""捷運安全"", ""健康城市獎"", ""老人照護""]",中性,"[""蔣萬安"", ""李四川"", ""林奕華"", ""李壙吉"", ""余家昶""]","[""臺北市政府"", ""警察局"", ""捷運公司"", ""衛福部國健署"", ""社會局"", ""民政局"", ""消防局"", ""教育局"", ""研考會""]","[""臺北市"", ""翡翠水庫"", ""忠烈祠"", ""市政大樓"", ""桃園市""]",危機回應,執行中,回應,0.95,2025-12-29,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2378次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:46:56
MEETING_00026,臺北市政府市政會議討論循環經濟、消費者保護施政及法規檢視，通過採購稽核小組設置要點修正，增進市政管理及環境永續。,臺北市市政會議聚焦循環經濟與消費者保護。,市政管理,"[""循環經濟"", ""消費者保護"", ""採購管理"", ""法規修訂"", ""跨局處合作""]","[""循環經濟"", ""消費者保護"", ""法務局"", ""採購稽核"", ""跨局處協作""]",正向,"[""蔣萬安"", ""葉惠青"", ""李壙吉"", ""李四川"", ""林奕華""]","[""臺北市政府"", ""永豐餘投資控股股份有限公司"", ""法務局"", ""工務局"", ""文化局"", ""產業局"", ""研考會"", ""觀傳局"", ""警察局"", ""捷運公司""]","[""臺北市"", ""市政大樓""]",政策說明,持續辦理,說明,0.95,2025-12-18,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2377次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:47:03
MEETING_00027,臺北市政府第2376次市政會議表揚多項獲獎成果，討論北捷遊憩公司未來營運策略及青山宮遶境活動人力規劃。,臺北市政府2376次市政會議成果與營運規劃討論。,市政管理,"[""交通安全"", ""觀光"", ""公共建設"", ""市政"", ""遊憩"", ""交通""]","[""北捷遊憩公司"", ""貓空纜車"", ""小巨蛋"", ""兒童新樂園"", ""交通安全""]",正向,"[""蔣萬安"", ""沈欣曉"", ""邱總經理""]","[""臺北市政府"", ""北捷遊憩公司"", ""捷運公司"", ""交通局"", ""警察局"", ""民政局"", ""環保局"", ""教育局"", ""產業局"", ""觀傳局"", ""法務部"", ""研考會""]","[""臺北市"", ""北投"", ""中山"", ""大稻埕"", ""貓空"", ""西門町"", ""松山"", ""北士科""]",成果宣傳,不適用,宣傳,0.95,2025-12-15,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2376次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:47:13
MEETING_00028,臺北市政府第2375次市政會議表揚多項優異成果，討論公務職場安全、廚餘養豬禁令因應方案及提高老舊建築防火措施，並強化居家辦公及人才留任策略。,臺北市政會議討論公共安全與廚餘政策。,公共安全,"[""公安"", ""消防"", ""防災"", ""建築安全"", ""職場安全"", ""災害應變""]","[""廚餘養豬"", ""職場安全"", ""老舊建築防火"", ""居家辦公"", ""人才留任""]",正向,"[""蔣萬安"", ""沈欣曉"", ""李四川"", ""林奕華"", ""張溫德"", ""李泰興"", ""王玉芬"", ""俞振華"", ""王誌慶"", ""黃幼中"", ""顏邦峻"", ""宋自強"", ""林哲宏"", ""謝慧娟"", ""陳世浩"", ""劉秀玲"", ""趙光中"", ""林瑋翔"", ""黃世安"", ""李政軒"", ""陳永德"", ""胡曉嵐"", ""湯志民"", ""陳俊安"", ""黃一平"", ""謝銘鴻"", ""姚淑文"", ""王秋冬"", ""李西河"", ""黃建華"", ""徐世勲"", ""簡瑟芳"", ""蔡詩萍"", ""莫懷祖"", ""鄭德發"", ""林裕益"", ""余祥"", ""王瑞雲"", ""李治安"", ""游竹萍"", ""趙式隆"", ""連堂凱"", ""周羿希"", ""蘇文樹"", ""王崇斌"", ""高伯陽"", ""何雅娟"", ""殷瑋"", ""游立偉"", ""巴干．巴萬"", ""吳文德"", ""范煥英"", ""黃清信"", ""高瑾螢"", ""李副市長"", ""張副市長"", ""溫美珠"", ""鄢健民"", ""薛群秀"", ""蘇國賢"", ""吳宗雄"", ""徐局長"", ""湯局長"", ""王局長"", ""蔡局長""]","[""臺北市政府"", ""秘書處"", ""內政部"", ""行政院"", ""松山區公所"", ""中正區公所"", ""警察局"", ""消防局"", ""社會局"", ""民政局"", ""家防中心"", ""都發局"", ""大地處"", ""人事處"", ""衛生局"", ""研考會"", ""環保局"", ""教育局"", ""勞動局"", ""台塑"", ""文化局"", ""多寶藝術學堂"", ""教師會""]","[""臺北市"", ""松山區"", ""中正區"", ""大安區"", ""文山區"", ""士林區"", ""南港區"", ""新加坡"", ""雲林"", ""麥寮"", ""香港""]",政策說明,推動中,說明,0.95,2025-12-05,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2375次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:47:24
MEETING_00029,臺北市政府市政會議頒獎表揚市民與績優單位，報告跨年活動規劃與安全管理，討論兒少福利委員會設置要點修正及廚餘處理挑戰與因應策略。,市政會議討論跨年活動與廚餘處理議題。,市政管理,"[""工安"", ""跨局處"", ""兒少福利"", ""廚餘處理"", ""節慶"", ""活動安全""]","[""跨年活動"", ""廚餘處理"", ""工安"", ""兒童福利"", ""績優表揚""]",正向,"[""蔣萬安"", ""華姵"", ""何承遠"", ""徐局長"", ""湯局長"", ""林副市長""]","[""臺北市政府"", ""衛生局"", ""環保局"", ""教育局"", ""社會局"", ""觀傳局"", ""勞動局"", ""地政局"", ""研考會"", ""內政部"", ""衛福部""]","[""臺北市"", ""信義區"", ""市政大樓"", ""美堤河濱公園"", ""迎風河濱公園"", ""大稻埕"", ""木柵""]",市政管理,不適用,說明,0.95,2025-11-28,市政會議紀錄,臺北市政府市政會議紀錄,臺北市政府第2374次市政會議,city_meeting_record,gpt-4.1-mini,2026-06-25T13:47:37
